"Timestamp","Do you consent to this study?","Scenario 1","Scenario 2","Scenario 3","Scenario 4","Scenario 5","Scenario 6","Scenario 7","Scenario 8","Scenario 9","Scenario 10","Scenario 11","Scenario 12","Scenario 13","Scenario 14","Scenario 15","Scenario 16","Scenario 17","Scenario 18","Scenario 19","Scenario 20","Would you like to do more scenarios (another 20)?","Scenario 21","Scenario 22","Scenario 23","Scenario 24","Scenario 25","Scenario 26","Scenario 27","Scenario 28","Scenario 29","Scenario 30","Scenario 31","Scenario 32","Scenario 33","Scenario 34","Scenario 35","Scenario 36","Scenario 37","Scenario 38","Scenario 39","Scenario 40","Would you like to do EVEN more scenarios (another 20)?","Scenario 41","Scenario 42","Scenario 43","Scenario 44","Scenario 45","Scenario 46","Scenario 47","Scenario 48","Scenario 49","Scenario 50","Scenario 51","Scenario 52","Scenario 53","Scenario 54","Scenario 55","Scenario 56","Scenario 57","Scenario 58","Scenario 59","Scenario 60","Would you like to provide demographic details?","Age","Gender Identity","What country do you live in?","What is your highest level of education completed?","How many children do you have?","Healthcare is....","Healthcare should be allowed to be a for-profit industry","Distribution of healthcare in your country is....(select all that apply)","What type of healthcare system does your country have...","AI will make healthcare better","AI systems should...","AI systems should prioritize...","AI systems can make moral decisions in healthcare","Age of organ recipient","Gender of organ recipient","Organ recipient’s ability to access follow-up care","Social values of organ recipient","Altruism of organ recipient","Health of organ recipient","Fitness of organ recipient","Substance abuse of organ recipient","Organ recipient’s obedience of the law"
"2021/02/18 5:58:16 PM AST","Yes","40-year old male in excellent health","40-year old female living in an urban community","70-year old female who donated a kidney a year earlier","10-year old girl who is obese living in an urban community","male with a criminal history","baby girl in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","40-year old male who is not a registered donor (but still able to receive)","a doctor who lives in a rural environment","a person who is law abiding who is obese","male who is an artist","a homeless person who is law abiding","baby girl who is in average health","40-year old who is athletic who is a recovered alcoholic","a male doctor who is a smoker","40-year old female who donated a kidney a year earlier","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","25 to 29","Female","United States","Bachelor Degree","No Children","a human right","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","disagree","be used as aids to doctors, but never make decisions","patient health above all else","disagree","1","4","1","4","4","3","4","3","2"
"2021/02/18 6:17:41 PM AST","Yes","40-year old male in excellent health","40-year old male living in a rural community","70-year old female who donated a kidney a year earlier","40-year old who is athletic living in an urban community","male with a criminal history","40-year old who is an executive in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","40-year old male who is not a registered donor (but still able to receive)","a doctor who lives in a rural environment","a person who is law abiding who is obese","male who is an artist","a homeless person who is law abiding","female who is pregnant who is in poor health","40-year old who is athletic who is a recovered alcoholic","a male artist who is not a registered donor (but still able to receive)","female who is pregnant who is in average health","Yes","a farmer who is in average health who is obese","10-year old boy who is a drug addict","40-year old female who is an executive","female who is pregnant","female who is pregnant who is an excellent health","10-year old girl with a criminal history","a farmer","10-year old boy who lives in an urban environment","40-year old male who is athletic","male who is a smoker","male who is law abiding","70-year old who is an executive","40-year old with a criminal history who is in excellent health","40-year old who is in poor health","40-year old female who is pregnant","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old male who is homeless","40-year old male who donated a kidney a year earlier","male who is an artist who is a smoker who is in average health","No","","","","","","","","","","","","","","","","","","","","","Yes","55 to 59","Female","USA","Bachelor Degree","2 Children","complicated to administer equally","False","None of these","Combination Private Insurance, Medicare, and out-of-pocket","neutral","be used as aids to doctors, but never make decisions","both patient health and cost equally","disagree","3","3","4","3","3","4","4","4","4"
"2021/02/18 6:44:24 PM AST","Yes","40-year old male in excellent health","40-year old male living in a rural community","70-year old female who donated a kidney a year earlier","40-year old who is athletic living in an urban community","male with a criminal history","baby girl in excellent health","male who is homeless","40-year old who is a farmer who is a smoker","female who is homeless","artist who drinks heavily","baby boy","40-year old male who is not a registered donor (but still able to receive)","a doctor who lives in a rural environment","a person who is law abiding who is obese","male who is an artist","a homeless person who is law abiding","baby girl who is in average health","40-year old who is athletic who is a recovered alcoholic","a male doctor who is a smoker","40-year old female who donated a kidney a year earlier","Yes","a farmer who is in average health who is obese","10-year old boy who is a drug addict","baby girl","female who is pregnant","female who is pregnant who is an excellent health","10-year old girl with a criminal history","a farmer","baby boy who lives in a rural environment","40-year old male who is athletic","male who is a smoker","male who is law abiding","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","40-year old with a criminal history who is in excellent health","70-year old who is in average health","40-year old female who is pregnant","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old female with a criminal history","40-year old male who donated a kidney a year earlier","male who is an artist who is a smoker who is in average health","No","","","","","","","","","","","","","","","","","","","","","Yes","Over 60","Female","USA","Graduate Degree","2 Children","a human right","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","disagree","be used as aids to doctors, but never make decisions","patient health above all else","disagree","2","4","1","4","4","5","5","4","2"
"2021/02/18 8:04:13 PM AST","Yes","40-year old male in excellent health","40-year old female living in an urban community","70-year old female who donated a kidney a year earlier","40-year old who is athletic living in an urban community","male with a criminal history","baby girl in excellent health","male who is homeless","40-year old who is a farmer who is a smoker","female who is homeless","artist who drinks heavily","10-year old boy","40-year old male who is not a registered donor (but still able to receive)","a doctor who lives in a rural environment","a person who is law abiding who is obese","male who is an artist","a homeless person who is law abiding","female who is pregnant who is in poor health","40-year old who is athletic who is a recovered alcoholic","a male doctor who is a smoker","female who is pregnant who is in average health","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","",""
"2021/02/18 8:57:49 PM AST","Yes","40-year old male in excellent health","40-year old male living in a rural community","40-year old female in poor health","10-year old girl who is obese living in an urban community","female who is a doctor and drinks heavily","baby girl in excellent health","male who is homeless","40-year old who is a farmer who is a smoker","female who is homeless","artist who drinks heavily","10-year old boy","40-year old male who is not a registered donor (but still able to receive)","a doctor who lives in a rural environment","a person who is law abiding who is obese","female who is pregnant and drinks heavily","a homeless person who is law abiding","female who is pregnant who is in poor health","40-year old who is athletic who is a recovered alcoholic","a male artist who is not a registered donor (but still able to receive)","40-year old female who donated a kidney a year earlier","Yes","a farmer who is in average health who is obese","10-year old boy who is a drug addict","baby girl","female who is pregnant","female who is pregnant who is in poor health who donated a kidney a year earlier","10-year old girl with a criminal history","a farmer","baby boy who lives in a rural environment","70-year old female who is homeless","male who is a heavy drinker","female who is obese","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","70-year old who is law abiding who is in poor health","40-year old who is in poor health","10-year old girl who is in poor health","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old male who is homeless","40-year old male who donated a kidney a year earlier","a person who lives in an urban enviornment with a criminal history who is in poor health","No","","","","","","","","","","","","","","","","","","","","","Yes","18 to 24","Female","Canada","Bachelor Degree","No Children","a human right","False","Affordable","National Health Insurance Model (government paid, private doctors. Examples: Canada, Taiwan, S.Korea)","agree","be used as aids to doctors, but never make decisions","patient health above all else","disagree","2","5","4","1","2","5","4","2","2"
"2021/02/18 9:50:33 PM AST","Yes","40-year old male in excellent health","40-year old female living in an urban community","70-year old female who donated a kidney a year earlier","10-year old girl who is obese living in an urban community","male with a criminal history","baby girl in excellent health","male who is obese","70-year old living in an urban environment who is a recovered alcoholic","female who is obese","artist who drinks heavily","baby boy","40-year old male who is not a registered donor (but still able to receive)","a doctor who lives in a rural environment","a person who is law abiding who is obese","male who is an artist","an executive with a criminal history","baby girl who is in average health","40-year old who is athletic who is a recovered alcoholic","a male artist who is not a registered donor (but still able to receive)","40-year old female who donated a kidney a year earlier","Yes","a farmer who is in average health who is obese","10-year old boy who is a drug addict","baby girl","male who donated a kidney a year earlier","female who is pregnant who is in excellent health","10-year old girl with a criminal history","an artist","baby boy who lives in a rural environment","40-year old male who is athletic","male who is a smoker","male who is law abiding","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","40-year old with a criminal history who is in excellent health","70-year old who is in average health","40-year old female who is pregnant","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old female with a criminal history","40-year old male who donated a kidney a year earlier","male who is an artist who is a smoker who is in average health","Yes","a person who is living in a rural enviornment who is obese","40-year old executive","40-year old with a criminal history","a baby girl","10-year old girl living in a rural environment","female who is a recovered alcoholic with a criminal history","a person who is in excellent health who is law abiding","male who is in average health","a person who is homeless who drinks heavily","female who is pregnant who is an executive","female who is homeless who is obese","10-year old who is obese who lives in an urban environment","40-year old farmer","a baby boy who is obese","male who is homeless who drinks heavily","male who is athletic who is in excellent health","40-year old who is obese who is in excellent health","70-year old female","male who is a doctor","70-year old who is not a registered donor (but still able to receive) who is in excellent health","Yes","35 to 39","Female","USA ","Bachelor Degree","1 Child","complicated to administer equally","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","neutral","be used as aids to doctors, but never make decisions","patient health above all else","disagree","1","3","5","1","3","5","4","4","1"
"2021/02/18 10:58:04 PM AST","Yes","40-year old male in excellent health","40-year old male living in a rural community","40-year old female in poor health","10-year old girl who is obese living in an urban community","female who is a doctor and drinks heavily","baby girl in excellent health","male who is homeless","40-year old who is a farmer who is a smoker","female who is homeless","artist who drinks heavily","10-year old boy","40-year old male who is not a registered donor (but still able to receive)","a doctor who lives in a rural environment","a person with a criminal history who is in poor health","male who is an artist","a homeless person who is law abiding","female who is pregnant who is in poor health","40-year old who is athletic who is a recovered alcoholic","a male artist who is not a registered donor (but still able to receive)","female who is pregnant who is in average health","Yes","a farmer who is in average health who is obese","10-year old boy who is a drug addict","baby girl","female who is pregnant","female who is pregnant who is in excellent health","10-year old girl with a criminal history","an artist","baby boy who lives in a rural environment","40-year old male who is athletic","male who is a smoker","male who is law abiding","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","40-year old with a criminal history who is in excellent health","40-year old who is in poor health","40-year old female who is pregnant","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old female with a criminal history","70-year old female who is a doctor","male who is an artist who is a smoker who is in average health","No","","","","","","","","","","","","","","","","","","","","","Yes","","Male","United States","Attended College","2 Children","a human right","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","neutral","be used as aids to doctors, but never make decisions","patient health above all else","neutral","3","3","3","3","1","4","4","2","1"
"2021/02/18 11:17:10 PM AST","Yes","40-year old male in excellent health","40-year old female living in an urban community","40-year old female in poor health","10-year old girl who is obese living in an urban community","female who is a doctor and drinks heavily","baby girl in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","70-year old male who is in poor health","a doctor who lives in a rural environment","a person who is law abiding who is obese","male who is an artist","a homeless person who is law abiding","baby girl who is in average health","40-year old who is athletic who is a recovered alcoholic","a male artist who is not a registered donor (but still able to receive)","40-year old female who donated a kidney a year earlier","Yes","a farmer who is in average health who is obese","10-year old boy who is a drug addict","40-year old female who is an executive","female who is pregnant","female who is pregnant who is in excellent health","10-year old girl with a criminal history","a farmer","10-year old boy who lives in an urban environment","40-year old male who is athletic","male who is a smoker","male who is law abiding","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","40-year old with a criminal history who is in excellent health","70-year old who is in average health","40-year old female who is pregnant","farmer who is athletic","doctor who is law abiding who is a smoker","40-year old male who is homeless","70-year old female who is a doctor","male who is an artist who is a smoker who is in average health","Yes","a person who is living in a rural environment who is a recovered alcoholic","40-year old artist","70-year old who is living in an urban environment who is law abiding","a baby girl","10-year old girl living in a rural environment","female who is a recovered alcoholic with a criminal history","a person who is in excellent health who is law abiding","female who is in poor health","a person who lives in a rural environment who is a drug addict","female who is a doctor who is in excellent health","a person who is obese who is a smoker","10-year old who is obese who lives in an urban environment","40-year old farmer","a baby boy who is in poor health","male who is homeless who drinks heavily","male who is athletic who is in excellent health","40-year old who is obese who is in excellent health","70-year old living in an urban environment who is in poor health","male who is a doctor","70-year old who is not a registered donor (but still able to receive) who is in excellent health","Yes","Over 60","Female","USA","Some College/Vocational Training","2 Children","a human right","False","None of these","National Health Insurance Model (government paid, private doctors. Examples: Canada, Taiwan, S.Korea)","disagree","be used as aids to doctors, but never make decisions","","disagree","3","3","3","4","2","3","3","4","3"
"2021/02/19 12:29:13 AM AST","Yes","70-year old female in average health","40-year old female living in an urban community","70-year old female who donated a kidney a year earlier","40-year old who is athletic living in an urban community","female who is a doctor and drinks heavily","40-year old who is an executive in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","70-year old male who is in poor health","an executive who lives in an urban environment","a person with a criminal history who is in poor health","male who is an artist","a homeless person who is law abiding","baby girl who is in average health","70-year living in a rural enviornment","a male artist who is not a registered donor (but still able to receive)","female who is pregnant who is in average health","Yes","a doctor with a criminal history who is a drug addict","70-year old male who is a heavy drinker","40-year old female who is an executive","female who is pregnant","female who is pregnant who is in excellent health","70-year old female who is a drug addict","an artist","10-year old boy who lives in an urban environment","70-year old female who is homeless","male who is a heavy drinker","male who is law abiding","70-year old who is an executive","70-year old who is law abiding who is in poor health","70-year old who is in average health","10-year old girl who is in poor health","farmer who is athletic","doctor who is law abiding who is a smoker","40-year old male who is homeless","70-year old female who is a doctor","male who is an artist who is a smoker who is in average health","Yes","a person who is living in a rural enviornment who is obese","40-year old artist","70-year old who is living in an urban environment who is law abiding","a baby girl who is a drug addict","male who is an artist who is athletic","female who is a recovered alcoholic with a criminal history","a person who is a smoker who is obese","female who is in poor health","a person who is homeless who drinks heavily","female who is pregnant who is an executive","female who is homeless who is obese","10-year old who is obese who lives in an urban environment","70-year old doctor","a baby boy who is in poor health","male who is homeless who is a drug addict","male who is athlethic who is a recovered alcoholic","70-year old who is athletic who is in average health","70-year old female","female who is an artist","70-year old who is not a registered donor (but still able to receive) who is in excellent health","Yes","Over 60","Female","","Graduate Degree","No Children","a human right","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","neutral","be used as aids to doctors, but never make decisions","both patient health and cost equally","agree","3","4","3","3","3","3","3","3","3"
"2021/02/19 12:37:20 AM AST","Yes","70-year old female in average health","40-year old female living in an urban community","40-year old female in poor health","40-year old who is athletic living in an urban community","male with a criminal history","40-year old who is an executive in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","70-year old male who is in poor health","an executive who lives in an urban environment","a person with a criminal history who is in poor health","male who is an artist","a homeless person who is law abiding","baby girl who is in average health","70-year living in a rural enviornment","a male artist who is not a registered donor (but still able to receive)","40-year old female who donated a kidney a year earlier","Yes","a doctor with a criminal history who is a drug addict","10-year old boy who is a drug addict","40-year old female who is an executive","female who is pregnant","female who is pregnant who is in poor health who donated a kidney a year earlier","70-year old female who is a drug addict","an artist","10-year old boy who lives in an urban environment","70-year old female who is homeless","male who is a heavy drinker","female who is obese","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","40-year old with a criminal history who is in excellent health","70-year old who is in average health","40-year old female who is pregnant","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old female with a criminal history","70-year old female who is a doctor","a person who lives in an urban enviornment with a criminal history who is in poor health","Yes","a person who is living in a rural enviornment who is obese","40-year old artist","40-year old with a criminal history","a baby girl who is a drug addict","male who is an artist who is athletic","40-year old female who drinks heavily","a person who is a smoker who is obese","female who is in poor health","a person who is homeless who drinks heavily","female who is pregnant who is an executive","a person who is obese who is a smoker","10-year old who is obese who lives in an urban environment","70-year old doctor","a baby boy who is in poor health","male who is homeless who is a drug addict","male who is athlethic who is a recovered alcoholic","70-year old who is athletic who is in average health","70-year old female","female who is an artist","70-year old who is not a registered donor (but still able to receive) who is in excellent health","Yes","55 to 59","Female","Usa","Graduate Degree","No Children","a human right","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","disagree","be used as aids to doctors, but never make decisions","patient health above all else","disagree","3","3","3","3","3","3","3","3","3"
"2021/02/19 12:42:29 AM AST","Yes","70-year old female in average health","40-year old female living in an urban community","70-year old female who donated a kidney a year earlier","40-year old who is athletic living in an urban community","female who is a doctor and drinks heavily","40-year old who is an executive in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","70-year old male who is in poor health","a doctor who lives in a rural environment","a person with a criminal history who is in poor health","female who is pregnant and drinks heavily","a homeless person who is law abiding","baby girl who is in average health","70-year living in a rural enviornment","a male artist who is not a registered donor (but still able to receive)","40-year old female who donated a kidney a year earlier","Yes","a farmer who is in average health who is obese","10-year old boy who is a drug addict","40-year old female who is an executive","female who is pregnant","female who is pregnant who is in poor health who donated a kidney a year earlier","10-year old girl with a criminal history","a farmer","baby boy who lives in a rural environment","70-year old female who is homeless","male who is a heavy drinker","female who is obese","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","70-year old who is law abiding who is in poor health","40-year old who is in poor health","10-year old girl who is in poor health","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old male who is homeless","70-year old female who is a doctor","male who is an artist who is a smoker who is in average health","Yes","a person who is living in a rural enviornment who is obese","40-year old artist","40-year old with a criminal history","a baby girl","male who is an artist who is athletic","40-year old female who drinks heavily","a person who is a smoker who is obese","female who is in poor health","a person who lives in a rural environment who is a drug addict","female who is a doctor who is in excellent health","female who is homeless who is obese","10-year old boy who is a smoker","70-year old doctor","a baby boy who is in poor health","male who is homeless who drinks heavily","male who is athlethic who is a recovered alcoholic","70-year old who is athletic who is in average health","70-year old female","female who is an artist","70-year old who donated a kidney a year earlier who is in poor health","Yes","50 to 54","Female","Usa","Graduate Degree","No Children","a human right","False","None of these","I don't know","disagree","be used as aids to doctors, but never make decisions","both patient health and cost equally","strongly disagree","3","3","3","3","3","3","3","3","3"
"2021/02/19 12:49:55 AM AST","Yes","70-year old female in average health","40-year old female living in an urban community","40-year old female in poor health","40-year old who is athletic living in an urban community","female who is a doctor and drinks heavily","40-year old who is an executive in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","baby boy","70-year old male who is in poor health","a doctor who lives in a rural environment","a person with a criminal history who is in poor health","male who is an artist","a homeless person who is law abiding","baby girl who is in average health","70-year living in a rural enviornment","a male artist who is not a registered donor (but still able to receive)","female who is pregnant who is in average health","Yes","a doctor with a criminal history who is a drug addict","10-year old boy who is a drug addict","40-year old female who is an executive","female who is pregnant","female who is pregnant who is in excellent health","70-year old female who is a drug addict","an artist","10-year old boy who lives in an urban environment","70-year old female who is homeless","male who is a smoker","female who is obese","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","70-year old who is law abiding who is in poor health","70-year old who is in average health","10-year old girl who is in poor health","farmer who is athletic","doctor who is law abiding who is a smoker","40-year old female with a criminal history","70-year old female who is a doctor","male who is an artist who is a smoker who is in average health","Yes","a person who is living in a rural environment who is a recovered alcoholic","40-year old artist","70-year old who is living in an urban environment who is law abiding","a baby girl who is a drug addict","10-year old girl living in a rural environment","female who is a recovered alcoholic with a criminal history","a person who is a smoker who is obese","female who is in poor health","a person who lives in a rural environment who is a drug addict","female who is a doctor who is in excellent health","female who is homeless who is obese","10-year old who is obese who lives in an urban environment","70-year old doctor","a baby boy who is in poor health","male who is homeless who is a drug addict","male who is athlethic who is a recovered alcoholic","70-year old who is athletic who is in average health","70-year old female","female who is an artist","70-year old who is not a registered donor (but still able to receive) who is in excellent health","Yes","45 to 49","Female","US","Graduate Degree","No Children","a human right","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","disagree","be used as aids to doctors, but never make decisions","both patient health and cost equally","disagree","3","3","3","3","3","3","3","3","3"
"2021/02/19 12:55:56 AM AST","Yes","70-year old female in average health","40-year old female living in an urban community","70-year old female who donated a kidney a year earlier","40-year old who is athletic living in an urban community","female who is a doctor and drinks heavily","40-year old who is an executive in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","70-year old male who is in poor health","a doctor who lives in a rural environment","a person with a criminal history who is in poor health","male who is an artist","a homeless person who is law abiding","female who is pregnant who is in poor health","70-year living in a rural enviornment","a male artist who is not a registered donor (but still able to receive)","40-year old female who donated a kidney a year earlier","Yes","a doctor with a criminal history who is a drug addict","70-year old male who is a heavy drinker","40-year old female who is an executive","female who is pregnant","female who is pregnant who is in poor health who donated a kidney a year earlier","70-year old female who is a drug addict","an artist","10-year old boy who lives in an urban environment","70-year old female who is homeless","male who is a heavy drinker","female who is obese","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","70-year old who is law abiding who is in poor health","70-year old who is in average health","40-year old female who is pregnant","doctor who lives in a rural environment","executive who is not a registered donor (but still able to receive) who drinks heavily","40-year old female with a criminal history","70-year old female who is a doctor","a person who lives in an urban enviornment with a criminal history who is in poor health","Yes","a person who is living in a rural environment who is a recovered alcoholic","40-year old artist","40-year old with a criminal history","a baby girl who is a drug addict","male who is an artist who is athletic","female who is a recovered alcoholic with a criminal history","a person who is a smoker who is obese","female who is in poor health","a person who is homeless who drinks heavily","female who is a doctor who is in excellent health","a person who is obese who is a smoker","10-year old boy who is a smoker","70-year old doctor","a baby boy who is in poor health","male who is homeless who drinks heavily","male who is athlethic who is a recovered alcoholic","70-year old who is athletic who is in average health","70-year old female","female who is an artist","70-year old who donated a kidney a year earlier who is in poor health","Yes","55 to 59","Female","USA","Graduate Degree","No Children","a human right","False","None of these","I don't know","strongly disagree","be used as aids to doctors, but never make decisions","both patient health and cost equally","disagree","3","3","3","3","3","3","","3","3"
"2021/02/19 1:01:42 AM AST","Yes","70-year old female in average health","40-year old female living in an urban community","70-year old female who donated a kidney a year earlier","40-year old who is athletic living in an urban community","female who is a doctor and drinks heavily","baby girl in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","70-year old male who is in poor health","a doctor who lives in a rural environment","a person with a criminal history who is in poor health","male who is an artist","a homeless person who is law abiding","female who is pregnant who is in poor health","70-year living in a rural enviornment","a male artist who is not a registered donor (but still able to receive)","female who is pregnant who is in average health","Yes","a doctor with a criminal history who is a drug addict","70-year old male who is a heavy drinker","40-year old female who is an executive","female who is pregnant","female who is pregnant who is in excellent health","70-year old female who is a drug addict","an artist","10-year old boy who lives in an urban environment","70-year old female who is homeless","male who is a smoker","female who is obese","70-year old who is an executive","70-year old who is law abiding who is in poor health","70-year old who is in average health","40-year old female who is pregnant","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old female with a criminal history","70-year old female who is a doctor","a person who lives in an urban enviornment with a criminal history who is in poor health","Yes","a person who is living in a rural environment who is a recovered alcoholic","40-year old artist","40-year old with a criminal history","a baby girl who is a drug addict","10-year old girl living in a rural environment","40-year old female who drinks heavily","a person who is a smoker who is obese","male who is in average health","a person who is homeless who drinks heavily","female who is pregnant who is an executive","a person who is obese who is a smoker","10-year old who is obese who lives in an urban environment","40-year old farmer","a baby boy who is obese","male who is homeless who is a drug addict","male who is athlethic who is a recovered alcoholic","70-year old who is athletic who is in average health","70-year old female","female who is an artist","70-year old who donated a kidney a year earlier who is in poor health","Yes","45 to 49","Female","","Graduate Degree","No Children","a luxury","False","None of these","I don't know","strongly disagree","be used as aids to doctors, but never make decisions","patient health above all else","strongly disagree","3","3","3","3","3","3","3","3","3"
"2021/02/19 1:18:02 AM AST","Yes","70-year old female in average health","40-year old female living in an urban community","40-year old female in poor health","40-year old who is athletic living in an urban community","female who is a doctor and drinks heavily","baby girl in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","70-year old male who is in poor health","a doctor who lives in a rural environment","a person with a criminal history who is in poor health","male who is an artist","a homeless person who is law abiding","baby girl who is in average health","70-year living in a rural enviornment","a male artist who is not a registered donor (but still able to receive)","female who is pregnant who is in average health","Yes","a doctor with a criminal history who is a drug addict","10-year old boy who is a drug addict","40-year old female who is an executive","female who is pregnant","female who is pregnant who is in poor health who donated a kidney a year earlier","10-year old girl with a criminal history","a farmer","baby boy who lives in a rural environment","70-year old female who is homeless","male who is a heavy drinker","female who is obese","70-year old who is an executive","70-year old who is law abiding who is in poor health","70-year old who is in average health","40-year old female who is pregnant","farmer who is athletic","executive who is not a registered donor (but still able to receive) who drinks heavily","40-year old female with a criminal history","70-year old female who is a doctor","a person who lives in an urban enviornment with a criminal history who is in poor health","Yes","a person who is living in a rural enviornment who is obese","40-year old artist","40-year old with a criminal history","a baby girl who is a drug addict","male who is an artist who is athletic","40-year old female who drinks heavily","a person who is in excellent health who is law abiding","male who is in average health","a person who lives in a rural environment who is a drug addict","female who is pregnant who is an executive","a person who is obese who is a smoker","10-year old who is obese who lives in an urban environment","40-year old farmer","a baby boy who is obese","male who is homeless who is a drug addict","male who is athletic who is in excellent health","40-year old who is obese who is in excellent health","70-year old female","female who is an artist","70-year old who is not a registered donor (but still able to receive) who is in excellent health","Yes","50 to 54","Female","USA","Graduate Degree","No Children","a luxury","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","neutral","be used as aids to doctors, but never make decisions","patient health above all else","strongly disagree","3","3","3","3","3","3","3","","3"
"2021/02/19 1:25:03 AM AST","Yes","70-year old female in average health","40-year old female living in an urban community","70-year old female who donated a kidney a year earlier","40-year old who is athletic living in an urban community","female who is a doctor and drinks heavily","baby girl in excellent health","male who is homeless","70-year old living in an urban environment who is a recovered alcoholic","female who is homeless","artist who drinks heavily","10-year old boy","70-year old male who is in poor health","a doctor who lives in a rural environment","a person with a criminal history who is in poor health","male who is an artist","a homeless person who is law abiding","baby girl who is in average health","70-year living in a rural enviornment","a male doctor who is a smoker","40-year old female who donated a kidney a year earlier","Yes","a doctor with a criminal history who is a drug addict","10-year old boy who is a drug addict","baby girl","female who is pregnant","female who is pregnant who is in excellent health","70-year old female who is a drug addict","an artist","10-year old boy who lives in an urban environment","70-year old female who is homeless","male who is a heavy drinker","female who is obese","a person who is a recovered alcoholic who is not a registered donor (but still able to receive)","40-year old with a criminal history who is in excellent health","70-year old who is in average health","40-year old female who is pregnant","doctor who lives in a rural environment","doctor who is law abiding who is a smoker","40-year old female with a criminal history","70-year old female who is a doctor","male who is an artist who is a smoker who is in average health","Yes","a person who is living in a rural environment who is a recovered alcoholic","40-year old artist","70-year old who is living in an urban environment who is law abiding","a baby girl who is a drug addict","male who is an artist who is athletic","female who is a recovered alcoholic with a criminal history","a person who is a smoker who is obese","female who is in poor health","a person who is homeless who drinks heavily","female who is a doctor who is in excellent health","female who is homeless who is obese","10-year old boy who is a smoker","70-year old doctor","a baby boy who is in poor health","male who is homeless who is a drug addict","male who is athlethic who is a recovered alcoholic","70-year old who is athletic who is in average health","70-year old female","female who is an artist","70-year old who is not a registered donor (but still able to receive) who is in excellent health","Yes","40 to 44","Prefer not to say","US","Graduate Degree","No Children","a human right","False","None of these","Out-of Pocket (patients pay for services. Examples: underinsured areas of the US, China, India)","disagree","be used as aids to doctors, but never make decisions","both patient health and cost equally","strongly disagree","1","1","1","1","1","1","1","1","1"
